post_id,text,label,tokens,dataset
24101,do it in base,0,"['do', 'it', 'in', 'base']",GameTox
33293,лт соскі,0,"['лт', 'соскі']",GameTox
38868,він мене перший стопанув,0,"['він', 'мене', 'перший', 'стопанув']",GameTox
50384,wow nice wt,0,"['wow', 'nice', 'wt']",GameTox
15523,crash,0,['crash'],GameTox
3563,wehy did u do that,0,"['wehy', 'did', 'u', 'do', 'that']",GameTox
7423,ohhh,0,['ohhh'],GameTox
19514,go,0,['go'],GameTox
34270,fucking idiot,1,"['fucking', 'idiot']",GameTox
54423,ggw,0,['ggw'],GameTox
35492,Засвет в квадрате J5!!!,0,"['Засвет', 'в', 'квадрате', 'J5', '!', '!', '!']",GameTox
25090,****** cocuklşarı nanaızı skm,1,"['*', '*', '*', '*', '*', '*', 'cocuklşarı', 'nanaızı', 'skm']",GameTox
34347,best idiot t34-85,1,"['best', 'idiot', 't34-85']",GameTox
47949,fucking team,1,"['fucking', 'team']",GameTox
49895,useelss,1,['useelss'],GameTox
12702,for snipe,0,"['for', 'snipe']",GameTox
19184,9,0,['9'],GameTox
39826,Im Spotted at F4!,0,"['Im', 'Spotted', 'at', 'F4', '!']",GameTox
51955,this sucks,1,"['this', 'sucks']",GameTox
9576,BUY BRAIN KIDS,1,"['BUY', 'BRAIN', 'KIDS']",GameTox
43347,cap ffs,1,"['cap', 'ffs']",GameTox
20488,wp,0,['wp'],GameTox
34557,why u even play this game kid,1,"['why', 'u', 'even', 'play', 'this', 'game', 'kid']",GameTox
12388,udes :'D,0,"['udes', ':', ""'D""]",GameTox
38944,gg,0,['gg'],GameTox
47341,other lights?,0,"['other', 'lights', '?']",GameTox
25934,gj Maus,0,"['gj', 'Maus']",GameTox
51321,f'n yolo light...wow...have fun all,0,"[""f'n"", 'yolo', 'light', '...', 'wow', '...', 'have', 'fun', 'all']",GameTox
6059,arty wtf,0,"['arty', 'wtf']",GameTox
45498,lol,0,['lol'],GameTox
19955,i give 2 fcks about u idc,1,"['i', 'give', '2', 'fcks', 'about', 'u', 'idc']",GameTox
50465,next retard team,1,"['next', 'retard', 'team']",GameTox
32245,gg,0,['gg'],GameTox
33180,damn,1,['damn'],GameTox
49119,cent here,0,"['cent', 'here']",GameTox
32808,i‘m not searching a bourrasque with heavies,0,"['i', '‘', 'm', 'not', 'searching', 'a', 'bourrasque', 'with', 'heavies']",GameTox
23924,gg,0,['gg'],GameTox
16640,its made of paper,0,"['its', 'made', 'of', 'paper']",GameTox
24325,"grats, have fun",0,"['grats', ',', 'have', 'fun']",GameTox
2228,Im Spotted at D7!,0,"['Im', 'Spotted', 'at', 'D7', '!']",GameTox
34601,fu team,1,"['fu', 'team']",GameTox
10094,jpanther,0,['jpanther'],GameTox
16516,w,0,['w'],GameTox
51319,FML,0,['FML'],GameTox
25328,gj guys,0,"['gj', 'guys']",GameTox
31688,YOU NEED TO BE SPOTTING THE FUCKING 0 LINE T54,1,"['YOU', 'NEED', 'TO', 'BE', 'SPOTTING', 'THE', 'FUCKING', '0', 'LINE', 'T54']",GameTox
35003,t50,0,['t50'],GameTox
24722,ty,0,['ty'],GameTox
5687,move up pt 28,0,"['move', 'up', 'pt', '28']",GameTox
42962,video sended,0,"['video', 'sended']",GameTox
25266,"yes, all losers one side",1,"['yes', ',', 'all', 'losers', 'one', 'side']",GameTox
20217,stay back!!,0,"['stay', 'back', '!', '!']",GameTox
34799,0 свети сукаа,0,"['0', 'свети', 'сукаа']",GameTox
42455,omg,0,['omg'],GameTox
7695,it was hard xd,0,"['it', 'was', 'hard', 'xd']",GameTox
39536,wpgg,0,['wpgg'],GameTox
44647,need do something,0,"['need', 'do', 'something']",GameTox
28052,report 777,0,"['report', '777']",GameTox
17673,nic,0,['nic'],GameTox
51195,gg,0,['gg'],GameTox
53567,no chance,0,"['no', 'chance']",GameTox
36254,gg,0,['gg'],GameTox
20665,learn support forst before capping,0,"['learn', 'support', 'forst', 'before', 'capping']",GameTox
2678,arty,0,['arty'],GameTox
47647,Stug has derp gun,0,"['Stug', 'has', 'derp', 'gun']",GameTox
14499,jesus,0,['jesus'],GameTox
7600,а что мне делать тту?,0,"['а', 'что', 'мне', 'делать', 'тту', '?']",GameTox
53663,"weekend obts, how's it going?",0,"['weekend', 'obts', ',', 'how', ""'s"", 'it', 'going', '?']",GameTox
23235,showdown,0,['showdown'],GameTox
24069,NO BOT,1,"['NO', 'BOT']",GameTox
19658,gj char,0,"['gj', 'char']",GameTox
49814,10k spot,0,"['10k', 'spot']",GameTox
13466,*heavy noob,1,"['*', 'heavy', 'noob']",GameTox
12718,thats all,0,"['thats', 'all']",GameTox
46396,gg,0,['gg'],GameTox
39798,not rlly,0,"['not', 'rlly']",GameTox
15925,gg,0,['gg'],GameTox
17218,go kill arta,0,"['go', 'kill', 'arta']",GameTox
11562,this is big cross fire,0,"['this', 'is', 'big', 'cross', 'fire']",GameTox
12316,COMPLETE MONGRELS,1,"['COMPLETE', 'MONGRELS']",GameTox
39231,etf,0,['etf'],GameTox
10400,Im Spotted at B4!,0,"['Im', 'Spotted', 'at', 'B4', '!']",GameTox
8035,:(,0,"[':', '(']",GameTox
44522,fck u,1,"['fck', 'u']",GameTox
15816,bruh,0,['bruh'],GameTox
27377,i spot for ys,0,"['i', 'spot', 'for', 'ys']",GameTox
21068,kk thats what i thought,0,"['kk', 'thats', 'what', 'i', 'thought']",GameTox
4514,it's prokho,0,"['it', ""'s"", 'prokho']",GameTox
10650,Im Spotted at J4!,0,"['Im', 'Spotted', 'at', 'J4', '!']",GameTox
47961,MOOOOOOOOVE,0,['MOOOOOOOOVE'],GameTox
12095,wrapakcl and aimbot usre,0,"['wrapakcl', 'and', 'aimbot', 'usre']",GameTox
11456,Засвет в квадрате C6!!!,0,"['Засвет', 'в', 'квадрате', 'C6', '!', '!', '!']",GameTox
16030,"oh well, i got my missions done",0,"['oh', 'well', ',', 'i', 'got', 'my', 'missions', 'done']",GameTox
24235,imma just,0,"['imma', 'just']",GameTox
31159,gg,0,['gg'],GameTox
52985,need block mission :*,0,"['need', 'block', 'mission', ':', '*']",GameTox
20916,WAKE UP,0,"['WAKE', 'UP']",GameTox
44703,"I am happy, because there arent any artyes",0,"['I', 'am', 'happy', ',', 'because', 'there', 'arent', 'any', 'artyes']",GameTox
52068,stay with the team,0,"['stay', 'with', 'the', 'team']",GameTox
4542,we got all the bots thanks mm and gj churchill,0,"['we', 'got', 'all', 'the', 'bots', 'thanks', 'mm', 'and', 'gj', 'churchill']",GameTox
16596,#,0,['#'],GameTox
5632,pp??s,0,"['pp', '?', '?', 's']",GameTox
46171,yea,0,['yea'],GameTox
23566,vz55 one shot,0,"['vz55', 'one', 'shot']",GameTox
27364,uff,0,['uff'],GameTox
27712,Im Spotted at J2!,0,"['Im', 'Spotted', 'at', 'J2', '!']",GameTox
9062,gg,0,['gg'],GameTox
11318,we lost left side,0,"['we', 'lost', 'left', 'side']",GameTox
46607,thats why,0,"['thats', 'why']",GameTox
6665,cap,0,['cap'],GameTox
51550,murder,0,['murder'],GameTox
51221,take the shot,0,"['take', 'the', 'shot']",GameTox
33858,mfaker,1,['mfaker'],GameTox
51299,arty,0,['arty'],GameTox
16130,moron,1,['moron'],GameTox
45946,gg,0,['gg'],GameTox
37062,Меня засветили в C7!,0,"['Меня', 'засветили', 'в', 'C7', '!']",GameTox
9093,13 90,0,"['13', '90']",GameTox
36824,pog,0,['pog'],GameTox
17045,готов спорить футур с 0 урона,0,"['готов', 'спорить', 'футур', 'с', '0', 'урона']",GameTox
48011,gg ligt,0,"['gg', 'ligt']",GameTox
47958,valint go enemy base,0,"['valint', 'go', 'enemy', 'base']",GameTox
37936,Im Spotted at A7!,0,"['Im', 'Spotted', 'at', 'A7', '!']",GameTox
28542,yeah i m a scout,0,"['yeah', 'i', 'm', 'a', 'scout']",GameTox
10958,yep,0,['yep'],GameTox
48154,its lost,1,"['its', 'lost']",GameTox
8099,better win,0,"['better', 'win']",GameTox
37815,arty,0,['arty'],GameTox
22404,report setler,0,"['report', 'setler']",GameTox
1126,yea bot,0,"['yea', 'bot']",GameTox
18682,xo,0,['xo'],GameTox
15073,??,0,"['?', '?']",GameTox
42193,xd,0,['xd'],GameTox
42496,def play over medss,0,"['def', 'play', 'over', 'medss']",GameTox
51384,nevadí,0,['nevadí'],GameTox
10374,I am spotted at H4!,0,"['I', 'am', 'spotted', 'at', 'H4', '!']",GameTox
38556,This is done up,0,"['This', 'is', 'done', 'up']",GameTox
37246,run hwk,0,"['run', 'hwk']",GameTox
18573,go defense,0,"['go', 'defense']",GameTox
38557,this is my skirmish tank,0,"['this', 'is', 'my', 'skirmish', 'tank']",GameTox
48246,no cap,0,"['no', 'cap']",GameTox
33060,we losing this for sure,0,"['we', 'losing', 'this', 'for', 'sure']",GameTox
23347,thx,0,['thx'],GameTox
6904,what a fu cking w hore,1,"['what', 'a', 'fu', 'cking', 'w', 'hore']",GameTox
23289,долбоёб,1,['долбоёб'],GameTox
31166,ha tfu,0,"['ha', 'tfu']",GameTox
16035,lol,0,['lol'],GameTox
8872,nice,0,['nice'],GameTox
21429,"first totall debil, gj",1,"['first', 'totall', 'debil', ',', 'gj']",GameTox
9253,Засвет на E4!!!,0,"['Засвет', 'на', 'E4', '!', '!', '!']",GameTox
21766,hit,0,['hit'],GameTox
14125,arty,0,['arty'],GameTox
28494,no let them go,0,"['no', 'let', 'them', 'go']",GameTox
15747,idiots,1,['idiots'],GameTox
17895,go kjys,1,"['go', 'kjys']",GameTox
50929,T 29 be careful,0,"['T', '29', 'be', 'careful']",GameTox
25362,你他媽,1,['你他媽'],GameTox
6483,you are in time i guess,0,"['you', 'are', 'in', 'time', 'i', 'guess']",GameTox
15807,def,0,['def'],GameTox
32635,шлюшки,1,['шлюшки'],GameTox
36800,maus?,0,"['maus', '?']",GameTox
21082,cap,0,['cap'],GameTox
51020,tttttt,0,['tttttt'],GameTox
47679,picking flowers wont win this,0,"['picking', 'flowers', 'wont', 'win', 'this']",GameTox
11837,gg,0,['gg'],GameTox
23884,такі реалії рандому,0,"['такі', 'реалії', 'рандому']",GameTox
18358,lol,0,['lol'],GameTox
45303,????,0,"['?', '?', '?', '?']",GameTox
53004,why all on one side?,0,"['why', 'all', 'on', 'one', 'side', '?']",GameTox
31537,nicve,0,['nicve'],GameTox
34761,srry,0,['srry'],GameTox
12483,Засвет в квадрате J2!!!,0,"['Засвет', 'в', 'квадрате', 'J2', '!', '!', '!']",GameTox
8938,MOD PLAYER,0,"['MOD', 'PLAYER']",GameTox
3376,lol the enemy arty is *** also,1,"['lol', 'the', 'enemy', 'arty', 'is', '*', '*', '*', 'also']",GameTox
6064,go back,0,"['go', 'back']",GameTox
13680,gg,0,['gg'],GameTox
31904,gj type 59,0,"['gj', 'type', '59']",GameTox
5219,cc///,0,['cc///'],GameTox
19819,баран,1,['баран'],GameTox
20079,heavys??,0,"['heavys', '?', '?']",GameTox
49443,gg,0,['gg'],GameTox
17062,stay behind rock tho,0,"['stay', 'behind', 'rock', 'tho']",GameTox
52917,*facepalm*,0,"['*', 'facepalm', '*']",GameTox
17605,h8 help meee,0,"['h8', 'help', 'meee']",GameTox
34481,mamu vam jbem usta ja,1,"['mamu', 'vam', 'jbem', 'usta', 'ja']",GameTox
36588,че там,0,"['че', 'там']",GameTox
10251,go spot,0,"['go', 'spot']",GameTox
6592,u fucking idiot,1,"['u', 'fucking', 'idiot']",GameTox
21240,lol,0,['lol'],GameTox
53506,go go,0,"['go', 'go']",GameTox
42143,will check,0,"['will', 'check']",GameTox
17934,need eyes,0,"['need', 'eyes']",GameTox
31851,gg,0,['gg'],GameTox
1336,sorry arty fuck me hard,0,"['sorry', 'arty', 'fuck', 'me', 'hard']",GameTox
54342,"PUTIN_MY_PRESIDENT (AMX ELC bis), you are blocking my target!",0,"['PUTIN_MY_PRESIDENT', '(', 'AMX', 'ELC', 'bis', ')', ',', 'you', 'are', 'blocking', 'my', 'target', '!']",GameTox
21308,how r they not dead,0,"['how', 'r', 'they', 'not', 'dead']",GameTox
42755,gg,0,['gg'],GameTox
10100,stop go back,0,"['stop', 'go', 'back']",GameTox
6414,LOL,0,['LOL'],GameTox
49536,lol,0,['lol'],GameTox
33259,дегенераты сука,1,"['дегенераты', 'сука']",GameTox
4403,jderrrr,0,['jderrrr'],GameTox
31095,взвод прими,0,"['взвод', 'прими']",GameTox
13808,u will take a blind shoot,0,"['u', 'will', 'take', 'a', 'blind', 'shoot']",GameTox
11312,it's chess,0,"['it', ""'s"", 'chess']",GameTox
46287,i hate this map for the GC,0,"['i', 'hate', 'this', 'map', 'for', 'the', 'GC']",GameTox
11784,jakie studia?,0,"['jakie', 'studia', '?']",GameTox
2519,flanc l'ouest mes amis,0,"['flanc', ""l'ouest"", 'mes', 'amis']",GameTox
50003,tree falls,0,"['tree', 'falls']",GameTox
9684,x,0,['x'],GameTox
25582,nice cover hill nobs,1,"['nice', 'cover', 'hill', 'nobs']",GameTox
42105,yes nice elc,0,"['yes', 'nice', 'elc']",GameTox
38012,Im Spotted at A4!,0,"['Im', 'Spotted', 'at', 'A4', '!']",GameTox
27744,Im Spotted at H1!,0,"['Im', 'Spotted', 'at', 'H1', '!']",GameTox
11798,oh,0,['oh'],GameTox
8407,XDD,0,['XDD'],GameTox
25246,good luck u gu6ys,0,"['good', 'luck', 'u', 'gu6ys']",GameTox
31605,gg,0,['gg'],GameTox
31249,2 med,0,"['2', 'med']",GameTox
11926,too many camper,1,"['too', 'many', 'camper']",GameTox
7117,great spot,0,"['great', 'spot']",GameTox
51926,literal clowns,1,"['literal', 'clowns']",GameTox
37358,CAP bro,0,"['CAP', 'bro']",GameTox
15527,idiot k91,1,"['idiot', 'k91']",GameTox
6176,nice,0,['nice'],GameTox
44880,he got 3 free kills,0,"['he', 'got', '3', 'free', 'kills']",GameTox
26105,imbecil spot,1,"['imbecil', 'spot']",GameTox
54328,Im Spotted at C3!,0,"['Im', 'Spotted', 'at', 'C3', '!']",GameTox
53756,go go,0,"['go', 'go']",GameTox
44243,"I need spots, Im blind",0,"['I', 'need', 'spots', ',', 'Im', 'blind']",GameTox
44872,yes,0,['yes'],GameTox
27702,pls no cap,0,"['pls', 'no', 'cap']",GameTox
46929,8.4k damage :(,0,"['8.4k', 'damage', ':', '(']",GameTox
3600,gg,0,['gg'],GameTox
2470,imagine camp with t95 on redline,0,"['imagine', 'camp', 'with', 't95', 'on', 'redline']",GameTox
52856,i wouldve died i got rushed,0,"['i', 'wouldve', 'died', 'i', 'got', 'rushed']",GameTox
18544,work HTs,0,"['work', 'HTs']",GameTox
37665,tank as much as u can,0,"['tank', 'as', 'much', 'as', 'u', 'can']",GameTox
33074,waitt,0,['waitt'],GameTox
36395,hf,0,['hf'],GameTox
42434,full gold,0,"['full', 'gold']",GameTox
32582,Im Spotted at H1!,0,"['Im', 'Spotted', 'at', 'H1', '!']",GameTox
43363,здох блять потому что с горы скатился,1,"['здох', 'блять', 'потому', 'что', 'с', 'горы', 'скатился']",GameTox
44606,GL TEAM!!,0,"['GL', 'TEAM', '!', '!']",GameTox
22087,what a waste of mobility when he barely moved,0,"['what', 'a', 'waste', 'of', 'mobility', 'when', 'he', 'barely', 'moved']",GameTox
41781,yeah great game.,0,"['yeah', 'great', 'game', '.']",GameTox
40895,"8,3k dmg",0,"['8,3k', 'dmg']",GameTox
39729,"Sacrificial Lamb, reporting for duty o7",0,"['Sacrificial', 'Lamb', ',', 'reporting', 'for', 'duty', 'o7']",GameTox
13605,russia Idiot Maus??,1,"['russia', 'Idiot', 'Maus', '?', '?']",GameTox
5690,tornvagn,0,['tornvagn'],GameTox
31581,good job,0,"['good', 'job']",GameTox
26850,viel Erfolg,0,"['viel', 'Erfolg']",GameTox
52156,rly?,0,"['rly', '?']",GameTox
20997,axaxa,0,['axaxa'],GameTox
25758,yesss,0,['yesss'],GameTox
41004,hummel is close,0,"['hummel', 'is', 'close']",GameTox
2284,ht more dangerous,0,"['ht', 'more', 'dangerous']",GameTox
16505,lef,0,['lef'],GameTox
50923,forcing me to take 3 shots from gsdr,0,"['forcing', 'me', 'to', 'take', '3', 'shots', 'from', 'gsdr']",GameTox
34026,imbecil,1,['imbecil'],GameTox
22856,lemming train loss surprise!,0,"['lemming', 'train', 'loss', 'surprise', '!']",GameTox
3906,u did bes,0,"['u', 'did', 'bes']",GameTox
49300,"t103, go",0,"['t103', ',', 'go']",GameTox
40080,Hmm,0,['Hmm'],GameTox
53186,O_HO!,0,"['O_HO', '!']",GameTox
18067,good try...nice reset,0,"['good', 'try', '...', 'nice', 'reset']",GameTox
23639,ебр по центру расватку покажи плиз,0,"['ебр', 'по', 'центру', 'расватку', 'покажи', 'плиз']",GameTox
46723,brainless dick sucker scrap.,1,"['brainless', 'dick', 'sucker', 'scrap', '.']",GameTox
49907,alt+f4,0,['alt+f4'],GameTox
28388,REALLY,0,['REALLY'],GameTox
11770,jesus,0,['jesus'],GameTox
4804,Char Futur 4,0,"['Char', 'Futur', '4']",GameTox
18613,MRS IDIOTE,1,"['MRS', 'IDIOTE']",GameTox
13181,ok,0,['ok'],GameTox
35867,kill the RHM first,0,"['kill', 'the', 'RHM', 'first']",GameTox
50715,...,0,['...'],GameTox
19642,leo take hill,0,"['leo', 'take', 'hill']",GameTox
1276,push gssor wreck,0,"['push', 'gssor', 'wreck']",GameTox
39877,speed spot,0,"['speed', 'spot']",GameTox
33524,nur wixxer in die dreck können und nicht aufrauchen,0,"['nur', 'wixxer', 'in', 'die', 'dreck', 'können', 'und', 'nicht', 'aufrauchen']",GameTox
9083,2vs1 thats how he died,0,"['2vs1', 'thats', 'how', 'he', 'died']",GameTox
26245,play safe udes,0,"['play', 'safe', 'udes']",GameTox
46855,помощники стали 4 на горе и пиз..ц,0,"['помощники', 'стали', '4', 'на', 'горе', 'и', 'пиз', '..', 'ц']",GameTox
8939,TIMEEEEEEEEE,0,['TIMEEEEEEEEE'],GameTox
50134,Меня засветили в F8!,0,"['Меня', 'засветили', 'в', 'F8', '!']",GameTox
19248,Im Spotted at H6!,0,"['Im', 'Spotted', 'at', 'H6', '!']",GameTox
52975,sry cant do much more :d,1,"['sry', 'cant', 'do', 'much', 'more', ':', 'd']",GameTox
32904,you pushing too much,0,"['you', 'pushing', 'too', 'much']",GameTox
9922,FULL LIFE EMIL GO GO GO GO,0,"['FULL', 'LIFE', 'EMIL', 'GO', 'GO', 'GO', 'GO']",GameTox
44531,replay send,0,"['replay', 'send']",GameTox
21767,nice,0,['nice'],GameTox
23651,ясно,0,['ясно'],GameTox
20235,you will get banned gumball,1,"['you', 'will', 'get', 'banned', 'gumball']",GameTox
31003,Засвет в квадрате E8!!!,0,"['Засвет', 'в', 'квадрате', 'E8', '!', '!', '!']",GameTox
4090,i think its because what his mom did for me,0,"['i', 'think', 'its', 'because', 'what', 'his', 'mom', 'did', 'for', 'me']",GameTox
43684,pis aii rep0rt,0,"['pis', 'aii', 'rep0rt']",GameTox
46004,very thanks,0,"['very', 'thanks']",GameTox
6185,wait t150,0,"['wait', 't150']",GameTox
35434,yay,0,['yay'],GameTox
23610,back to base,0,"['back', 'to', 'base']",GameTox
22560,т 92 да ты вытащил бой бо ст у нас наркоманы,1,"['т', '92', 'да', 'ты', 'вытащил', 'бой', 'бо', 'ст', 'у', 'нас', 'наркоманы']",GameTox
16771,gg,0,['gg'],GameTox
5969,big noob,1,"['big', 'noob']",GameTox
40784,kill the fucking t54e1,0,"['kill', 'the', 'fucking', 't54e1']",GameTox
46364,gogogo,0,['gogogo'],GameTox
35601,good choice,0,"['good', 'choice']",GameTox
48893,im working on it,0,"['im', 'working', 'on', 'it']",GameTox
15049,char futur,0,"['char', 'futur']",GameTox
25360,277 ПИДР,1,"['277', 'ПИДР']",GameTox
20414,m60 watch ur head,0,"['m60', 'watch', 'ur', 'head']",GameTox
17807,де вас сучар тупих набралося,1,"['де', 'вас', 'сучар', 'тупих', 'набралося']",GameTox
8378,lol,0,['lol'],GameTox
11782,"ach, zdalne... pamiętam zdalną sesję na uczelni, bez problemu szło ściągać xd",0,"['ach', ',', 'zdalne', '...', 'pamiętam', 'zdalną', 'sesję', 'na', 'uczelni', ',', 'bez', 'problemu', 'szło', 'ściągać', 'xd']",GameTox
43002,team ???????,0,"['team', '?', '?', '?', '?', '?', '?', '?']",GameTox
17310,gg,0,['gg'],GameTox
51502,lmaooo,0,['lmaooo'],GameTox
25231,apes,1,['apes'],GameTox
42701,я слева обойду на флаге живите,0,"['я', 'слева', 'обойду', 'на', 'флаге', 'живите']",GameTox
13884,ТЕБЕ КУСТОВ МАЛО,0,"['ТЕБЕ', 'КУСТОВ', 'МАЛО']",GameTox
6042,gg leo -_-,0,"['gg', 'leo', '-_-']",GameTox
45187,just bot,0,"['just', 'bot']",GameTox
35216,gg:P,0,"['gg', ':', 'P']",GameTox
22650,gg,0,['gg'],GameTox
38361,you got this,0,"['you', 'got', 'this']",GameTox
20765,hey dear mediums couldu do ur job and come to fuckin win this side?!?!,1,"['hey', 'dear', 'mediums', 'couldu', 'do', 'ur', 'job', 'and', 'come', 'to', 'fuckin', 'win', 'this', 'side', '?', '!', '?', '!']",GameTox
50371,we lose,0,"['we', 'lose']",GameTox
1864,bunch of shiters,1,"['bunch', 'of', 'shiters']",GameTox
45555,cry some more and go play with your Barbies,1,"['cry', 'some', 'more', 'and', 'go', 'play', 'with', 'your', 'Barbies']",GameTox
2524,shut ya mouth,1,"['shut', 'ya', 'mouth']",GameTox
41910,Im Spotted at C7!,0,"['Im', 'Spotted', 'at', 'C7', '!']",GameTox
19162,No cap,0,"['No', 'cap']",GameTox
38573,ok back,0,"['ok', 'back']",GameTox
23659,we had to get cobra,0,"['we', 'had', 'to', 'get', 'cobra']",GameTox
43492,total shit,1,"['total', 'shit']",GameTox
13100,your ded...,1,"['your', 'ded', '...']",GameTox
9923,idiot 112,1,"['idiot', '112']",GameTox
44402,w tym obj 705,0,"['w', 'tym', 'obj', '705']",GameTox
11590,Засвет в квадрате G6!!!,0,"['Засвет', 'в', 'квадрате', 'G6', '!', '!', '!']",GameTox
24897,sorry my mistake,0,"['sorry', 'my', 'mistake']",GameTox
42348,gg,0,['gg'],GameTox
23127,но,0,['но'],GameTox
29828,you fucking bot,1,"['you', 'fucking', 'bot']",GameTox
19001,gg guys,0,"['gg', 'guys']",GameTox
15829,"Nastya_bmwe34 (Progetto 65), не мешай стрелять! Уйди с линии огня по противнику!",0,"['Nastya_bmwe34', '(', 'Progetto', '65', ')', ',', 'не', 'мешай', 'стрелять', '!', 'Уйди', 'с', 'линии', 'огня', 'по', 'противнику', '!']",GameTox
14712,nekem sincs,0,"['nekem', 'sincs']",GameTox
23882,Арта (Объект 261) отстрелялась! По мне :(,0,"['Арта', '(', 'Объект', '261', ')', 'отстрелялась', '!', 'По', 'мне', ':', '(']",GameTox
9723,Im Spotted at F6!,0,"['Im', 'Spotted', 'at', 'F6', '!']",GameTox
32770,:D,0,"[':', 'D']",GameTox
30485,одна ошибка и я ошибся,0,"['одна', 'ошибка', 'и', 'я', 'ошибся']",GameTox
15145,"damn, we have 3 spg's!?",0,"['damn', ',', 'we', 'have', '3', 'spg', ""'s"", '!', '?']",GameTox
3397,thou more damage for us,0,"['thou', 'more', 'damage', 'for', 'us']",GameTox
44373,omg,0,['omg'],GameTox
21251,cobra is reloading,0,"['cobra', 'is', 'reloading']",GameTox
7467,Я обнаружен в F3!,0,"['Я', 'обнаружен', 'в', 'F3', '!']",GameTox
15543,SHUT UP FCKİNG BOTS,1,"['SHUT', 'UP', 'FCKİNG', 'BOTS']",GameTox
17420,Im Spotted at C2!,0,"['Im', 'Spotted', 'at', 'C2', '!']",GameTox
50697,behind coming,0,"['behind', 'coming']",GameTox
21708,idioten look on map,1,"['idioten', 'look', 'on', 'map']",GameTox
4544,churchill try another game where you play by yourself please,0,"['churchill', 'try', 'another', 'game', 'where', 'you', 'play', 'by', 'yourself', 'please']",GameTox
12165,char botoks,1,"['char', 'botoks']",GameTox
52644,cowards in line k,0,"['cowards', 'in', 'line', 'k']",GameTox
14501,maria,0,['maria'],GameTox
16360,go back,0,"['go', 'back']",GameTox
10070,nice spotting achilles,0,"['nice', 'spotting', 'achilles']",GameTox
36608,а тут всі з США,0,"['а', 'тут', 'всі', 'з', 'США']",GameTox
50976,***,1,"['*', '*', '*']",GameTox
38775,kill em before they come close to me,0,"['kill', 'em', 'before', 'they', 'come', 'close', 'to', 'me']",GameTox
21651,faggot VZ,1,"['faggot', 'VZ']",GameTox
1752,0 4,0,"['0', '4']",GameTox
1413,*** terrible day,1,"['*', '*', '*', 'terrible', 'day']",GameTox
17999,wtf how,1,"['wtf', 'how']",GameTox
14935,f,1,['f'],GameTox
17841,he blinded me but dis not spot lold,0,"['he', 'blinded', 'me', 'but', 'dis', 'not', 'spot', 'lold']",GameTox
16444,3 раза ебр светиться,0,"['3', 'раза', 'ебр', 'светиться']",GameTox
51764,arty,0,['arty'],GameTox
1690,sry,0,['sry'],GameTox
28579,they had no hp,0,"['they', 'had', 'no', 'hp']",GameTox
33041,no pressure,0,"['no', 'pressure']",GameTox
25091,I cant rly cover u when they in the dip,0,"['I', 'cant', 'rly', 'cover', 'u', 'when', 'they', 'in', 'the', 'dip']",GameTox
44984,u can out spot him easy,0,"['u', 'can', 'out', 'spot', 'him', 'easy']",GameTox
36846,gg,0,['gg'],GameTox
36887,udes first,0,"['udes', 'first']",GameTox
15845,putin king,1,"['putin', 'king']",GameTox
12264,nice,0,['nice'],GameTox
16682,GUYS,0,['GUYS'],GameTox
53016,XD,0,['XD'],GameTox
46612,HAVE NICE BAN :)XD,1,"['HAVE', 'NICE', 'BAN', ':', ')', 'XD']",GameTox
35643,spotted,0,['spotted'],GameTox
46095,ok,0,['ok'],GameTox
11815,fac this game,1,"['fac', 'this', 'game']",GameTox
49298,nicht du der noch lebt,0,"['nicht', 'du', 'der', 'noch', 'lebt']",GameTox
6595,bots,0,['bots'],GameTox
19251,Im Spotted at J0!,0,"['Im', 'Spotted', 'at', 'J0', '!']",GameTox
47673,reporting IS3,0,"['reporting', 'IS3']",GameTox
3932,gg,0,['gg'],GameTox
44845,Засвет в квадрате J9!!!,0,"['Засвет', 'в', 'квадрате', 'J9', '!', '!', '!']",GameTox
25496,we are losing 0 line,0,"['we', 'are', 'losing', '0', 'line']",GameTox
13172,gg,0,['gg'],GameTox
19180,we need to kill the centurion team,0,"['we', 'need', 'to', 'kill', 'the', 'centurion', 'team']",GameTox
43751,EBR afk,1,"['EBR', 'afk']",GameTox
36343,cap,0,['cap'],GameTox
1064,jap,1,['jap'],GameTox
23894,wwwwww,0,['wwwwww'],GameTox
8010,be hulldown,0,"['be', 'hulldown']",GameTox
48517,gg,0,['gg'],GameTox
52848,mindenre alkalmatlan volt az angolok ingyen adták az oroszoknak mert beolvasztani iscsak kölcség volt,0,"['mindenre', 'alkalmatlan', 'volt', 'az', 'angolok', 'ingyen', 'adták', 'az', 'oroszoknak', 'mert', 'beolvasztani', 'iscsak', 'kölcség', 'volt']",GameTox
30420,sniper imbecils,0,"['sniper', 'imbecils']",GameTox
36609,я за ссср,0,"['я', 'за', 'ссср']",GameTox
54523,report spoters plse all bot,1,"['report', 'spoters', 'plse', 'all', 'bot']",GameTox
50275,nice,0,['nice'],GameTox
10972,sry,0,['sry'],GameTox
41112,that scout was actually good player,0,"['that', 'scout', 'was', 'actually', 'good', 'player']",GameTox
28571,2 sshells lef,0,"['2', 'sshells', 'lef']",GameTox
30244,102 u103 os two shots,0,"['102', 'u103', 'os', 'two', 'shots']",GameTox
16041,bruh,0,['bruh'],GameTox
13253,blat nahyja menja k 10 lvl,0,"['blat', 'nahyja', 'menja', 'k', '10', 'lvl']",GameTox
